#NAME	SENSE	SAMPLE	HAPLOTYPE	LOCUS	PHASE_BLOCK	SUBRANGE
HG01243#1#JAHEOY010000211.1#0	HAPLOTYPE	HG01243	1	JAHEOY010000211.1	0	NO_SUBRANGE
HG03453#2#JAGYVV010000255.1#0	HAPLOTYPE	HG03453	2	JAGYVV010000255.1	0	NO_SUBRANGE
HG01109#2#JAHEOZ010000314.1#0	HAPLOTYPE	HG01109	2	JAHEOZ010000314.1	0	NO_SUBRANGE
NA20129#1#JAHEPE010000380.1#0	HAPLOTYPE	NA20129	1	JAHEPE010000380.1	0	NO_SUBRANGE
HG01891#1#JAGYVO010000117.1#0	HAPLOTYPE	HG01891	1	JAGYVO010000117.1	0	NO_SUBRANGE
HG02630#1#JAHAOQ010000006.1#0[241964-40993022]	HAPLOTYPE	HG02630	1	JAHAOQ010000006.1	0	241964-40993022
HG02717#2#JAHAOR010000067.1#0	HAPLOTYPE	HG02717	2	JAHAOR010000067.1	0	NO_SUBRANGE
HG03486#1#JAHEOQ010000110.1#0	HAPLOTYPE	HG03486	1	JAHEOQ010000110.1	0	NO_SUBRANGE
HG02630#1#JAHAOQ010000253.1#0[303-898738]	HAPLOTYPE	HG02630	1	JAHAOQ010000253.1	0	303-898738
HG03540#2#JAGYVX010000206.1#0[21764-310159]	HAPLOTYPE	HG03540	2	JAGYVX010000206.1	0	21764-310159
HG02257#2#JAGYVH010000047.1#0[1-8634885]	HAPLOTYPE	HG02257	2	JAGYVH010000047.1	0	1-8634885
HG02080#1#JAHEOW010000094.1#0	HAPLOTYPE	HG02080	1	JAHEOW010000094.1	0	NO_SUBRANGE
HG00673#1#JAHBBZ010000205.1#0	HAPLOTYPE	HG00673	1	JAHBBZ010000205.1	0	NO_SUBRANGE
HG02559#2#JAGYVJ010000068.1#0[13551302-29070342]	HAPLOTYPE	HG02559	2	JAGYVJ010000068.1	0	13551302-29070342
HG02630#2#JAHAOP010000024.1#0[33696135-34122209]	HAPLOTYPE	HG02630	2	JAHAOP010000024.1	0	33696135-34122209
HG03098#1#JAHEPM010000035.1#0	HAPLOTYPE	HG03098	1	JAHEPM010000035.1	0	NO_SUBRANGE
HG00733#2#JAHEPP010000197.1#0[1276742-1279204]	HAPLOTYPE	HG00733	2	JAHEPP010000197.1	0	1276742-1279204
HG02148#1#JAHAMG010000071.1#0	HAPLOTYPE	HG02148	1	JAHAMG010000071.1	0	NO_SUBRANGE
HG01928#1#JAGYVQ010000105.1#0[3162062-3203138]	HAPLOTYPE	HG01928	1	JAGYVQ010000105.1	0	3162062-3203138
HG01891#2#JAGYVN010000030.1#0[7062413-23818431]	HAPLOTYPE	HG01891	2	JAGYVN010000030.1	0	7062413-23818431
HG03098#1#JAHEPM010000135.1#0	HAPLOTYPE	HG03098	1	JAHEPM010000135.1	0	NO_SUBRANGE
HG00621#2#JAHBCC010000033.1#0[20471273-96845100]	HAPLOTYPE	HG00621	2	JAHBCC010000033.1	0	20471273-96845100
HG00733#1#JAHEPQ010000017.1#0[383803-110967447]	HAPLOTYPE	HG00733	1	JAHEPQ010000017.1	0	383803-110967447
HG00621#2#JAHBCC010000064.1#0	HAPLOTYPE	HG00621	2	JAHBCC010000064.1	0	NO_SUBRANGE
HG01175#2#JAHALZ010000256.1#0	HAPLOTYPE	HG01175	2	JAHALZ010000256.1	0	NO_SUBRANGE
HG00733#1#JAHEPQ010000052.1#0	HAPLOTYPE	HG00733	1	JAHEPQ010000052.1	0	NO_SUBRANGE
NA20129#1#JAHEPE010000140.1#0	HAPLOTYPE	NA20129	1	JAHEPE010000140.1	0	NO_SUBRANGE
HG01243#1#JAHEOY010000126.1#0[1519454-14405099]	HAPLOTYPE	HG01243	1	JAHEOY010000126.1	0	1519454-14405099
HG01071#2#JAHBCE010000180.1#0	HAPLOTYPE	HG01071	2	JAHBCE010000180.1	0	NO_SUBRANGE
HG01106#2#JAHAMB010000004.1#0[18632507-18665366]	HAPLOTYPE	HG01106	2	JAHAMB010000004.1	0	18632507-18665366
HG02886#2#JAHAOT010000261.1#0[316-306088]	HAPLOTYPE	HG02886	2	JAHAOT010000261.1	0	316-306088
NA18906#1#JAHEOO010000076.1#0	HAPLOTYPE	NA18906	1	JAHEOO010000076.1	0	NO_SUBRANGE
HG01106#2#JAHAMB010000212.1#0[10866-51225]	HAPLOTYPE	HG01106	2	JAHAMB010000212.1	0	10866-51225
HG02572#1#JAHAOW010000144.1#0	HAPLOTYPE	HG02572	1	JAHAOW010000144.1	0	NO_SUBRANGE
HG00733#1#JAHEPQ010000075.1#0	HAPLOTYPE	HG00733	1	JAHEPQ010000075.1	0	NO_SUBRANGE
HG00673#2#JAHBBY010000247.1#0[103933-275121]	HAPLOTYPE	HG00673	2	JAHBBY010000247.1	0	103933-275121
HG02723#1#JAHEOU010000108.1#0	HAPLOTYPE	HG02723	1	JAHEOU010000108.1	0	NO_SUBRANGE
HG03516#2#JAGYYS010000134.1#0[22600-2142229]	HAPLOTYPE	HG03516	2	JAGYYS010000134.1	0	22600-2142229
HG03540#1#JAGYVY010000092.1#0[55-21607749]	HAPLOTYPE	HG03540	1	JAGYVY010000092.1	0	55-21607749
HG02055#2#JAHEPJ010000130.1#0	HAPLOTYPE	HG02055	2	JAHEPJ010000130.1	0	NO_SUBRANGE
HG00735#1#JAHBCH010000007.1#0	HAPLOTYPE	HG00735	1	JAHBCH010000007.1	0	NO_SUBRANGE
HG01952#1#JAHAME010000024.1#0[2309580-38744604]	HAPLOTYPE	HG01952	1	JAHAME010000024.1	0	2309580-38744604
HG01109#1#JAHEPA010000014.1#0[19007222-54554801]	HAPLOTYPE	HG01109	1	JAHEPA010000014.1	0	19007222-54554801
CHM13#0#chr7[63713570-159804596]	REFERENCE	CHM13	0	chr7	NO_PHASE_BLOCK	63713570-159804596
HG02717#1#JAHAOS010000275.1#0	HAPLOTYPE	HG02717	1	JAHAOS010000275.1	0	NO_SUBRANGE
HG03492#1#JAHEPI010000092.1#0	HAPLOTYPE	HG03492	1	JAHEPI010000092.1	0	NO_SUBRANGE
NA21309#1#JAHEPC010000135.1#0	HAPLOTYPE	NA21309	1	JAHEPC010000135.1	0	NO_SUBRANGE
HG03540#2#JAGYVX010000023.1#0	HAPLOTYPE	HG03540	2	JAGYVX010000023.1	0	NO_SUBRANGE
HG02818#2#JAHEOR010000114.1#0[805724-12275262]	HAPLOTYPE	HG02818	2	JAHEOR010000114.1	0	805724-12275262
HG02572#2#JAHAOV010000115.1#0	HAPLOTYPE	HG02572	2	JAHAOV010000115.1	0	NO_SUBRANGE
HG00741#2#JAHALX010000116.1#0[2202399-2992939]	HAPLOTYPE	HG00741	2	JAHALX010000116.1	0	2202399-2992939
HG02257#1#JAGYVI010000004.1#0[69849-44080993]	HAPLOTYPE	HG02257	1	JAGYVI010000004.1	0	69849-44080993
HG03486#1#JAHEOQ010000095.1#0	HAPLOTYPE	HG03486	1	JAHEOQ010000095.1	0	NO_SUBRANGE
HG02055#2#JAHEPJ010000017.1#0[3097965-3337070]	HAPLOTYPE	HG02055	2	JAHEPJ010000017.1	0	3097965-3337070
HG03516#1#JAGYYT010000013.1#0[13450-79542717]	HAPLOTYPE	HG03516	1	JAGYYT010000013.1	0	13450-79542717
HG02572#2#JAHAOV010000312.1#0	HAPLOTYPE	HG02572	2	JAHAOV010000312.1	0	NO_SUBRANGE
HG02630#2#JAHAOP010000001.1#0	HAPLOTYPE	HG02630	2	JAHAOP010000001.1	0	NO_SUBRANGE
HG00438#1#JAHBCB010000048.1#0	HAPLOTYPE	HG00438	1	JAHBCB010000048.1	0	NO_SUBRANGE
NA21309#2#JAHEPB010000130.1#0	HAPLOTYPE	NA21309	2	JAHEPB010000130.1	0	NO_SUBRANGE
HG00733#2#JAHEPP010000100.1#0	HAPLOTYPE	HG00733	2	JAHEPP010000100.1	0	NO_SUBRANGE
HG01106#1#JAHAMC010000272.1#0	HAPLOTYPE	HG01106	1	JAHAMC010000272.1	0	NO_SUBRANGE
HG02148#2#JAHAMF010000012.1#0	HAPLOTYPE	HG02148	2	JAHAMF010000012.1	0	NO_SUBRANGE
HG02145#2#JAHKSF010000043.1#0	HAPLOTYPE	HG02145	2	JAHKSF010000043.1	0	NO_SUBRANGE
HG01109#2#JAHEOZ010000163.1#0[940110-972922]	HAPLOTYPE	HG01109	2	JAHEOZ010000163.1	0	940110-972922
HG00673#1#JAHBBZ010000203.1#0[362-1781632]	HAPLOTYPE	HG00673	1	JAHBBZ010000203.1	0	362-1781632
HG01106#2#JAHAMB010000093.1#0[7762936-7798028]	HAPLOTYPE	HG01106	2	JAHAMB010000093.1	0	7762936-7798028
HG03516#2#JAGYYS010000052.1#0	HAPLOTYPE	HG03516	2	JAGYYS010000052.1	0	NO_SUBRANGE
HG01071#2#JAHBCE010000057.1#0	HAPLOTYPE	HG01071	2	JAHBCE010000057.1	0	NO_SUBRANGE
HG00733#2#JAHEPP010000500.1#0[93-65078]	HAPLOTYPE	HG00733	2	JAHEPP010000500.1	0	93-65078
HG02145#1#JAHKSG010000778.1#0[1-24915]	HAPLOTYPE	HG02145	1	JAHKSG010000778.1	0	1-24915
HG02717#2#JAHAOR010000082.1#0	HAPLOTYPE	HG02717	2	JAHAOR010000082.1	0	NO_SUBRANGE
HG03453#1#JAGYVW010000168.1#0[4-2655832]	HAPLOTYPE	HG03453	1	JAGYVW010000168.1	0	4-2655832
HG01258#2#JAGYYU010000255.1#0	HAPLOTYPE	HG01258	2	JAGYYU010000255.1	0	NO_SUBRANGE
HG02080#1#JAHEOW010000174.1#0	HAPLOTYPE	HG02080	1	JAHEOW010000174.1	0	NO_SUBRANGE
HG03540#1#JAGYVY010000011.1#0[1949811-38496854]	HAPLOTYPE	HG03540	1	JAGYVY010000011.1	0	1949811-38496854
HG03516#2#JAGYYS010000216.1#0	HAPLOTYPE	HG03516	2	JAGYYS010000216.1	0	NO_SUBRANGE
HG02080#1#JAHEOW010000039.1#0[13-14770746]	HAPLOTYPE	HG02080	1	JAHEOW010000039.1	0	13-14770746
HG01243#2#JAHEOX010000119.1#0	HAPLOTYPE	HG01243	2	JAHEOX010000119.1	0	NO_SUBRANGE
HG00741#1#JAHALY010000069.1#0[162677-2090472]	HAPLOTYPE	HG00741	1	JAHALY010000069.1	0	162677-2090472
NA21309#1#JAHEPC010000233.1#0	HAPLOTYPE	NA21309	1	JAHEPC010000233.1	0	NO_SUBRANGE
HG01109#1#JAHEPA010000139.1#0	HAPLOTYPE	HG01109	1	JAHEPA010000139.1	0	NO_SUBRANGE
HG02572#1#JAHAOW010000272.1#0	HAPLOTYPE	HG02572	1	JAHAOW010000272.1	0	NO_SUBRANGE
HG03486#1#JAHEOQ010000198.1#0	HAPLOTYPE	HG03486	1	JAHEOQ010000198.1	0	NO_SUBRANGE
HG01109#2#JAHEOZ010000016.1#0[1259721-11309724]	HAPLOTYPE	HG01109	2	JAHEOZ010000016.1	0	1259721-11309724
HG02572#1#JAHAOW010000539.1#0	HAPLOTYPE	HG02572	1	JAHAOW010000539.1	0	NO_SUBRANGE
HG02818#1#JAHEOS010000239.1#0	HAPLOTYPE	HG02818	1	JAHEOS010000239.1	0	NO_SUBRANGE
HG02109#2#JAHEPF010000011.1#0	HAPLOTYPE	HG02109	2	JAHEPF010000011.1	0	NO_SUBRANGE
HG02818#2#JAHEOR010000381.1#0	HAPLOTYPE	HG02818	2	JAHEOR010000381.1	0	NO_SUBRANGE
HG02145#1#JAHKSG010000807.1#0	HAPLOTYPE	HG02145	1	JAHKSG010000807.1	0	NO_SUBRANGE
HG01243#2#JAHEOX010000168.1#0[6502121-7351055]	HAPLOTYPE	HG01243	2	JAHEOX010000168.1	0	6502121-7351055
HG01978#1#JAGYVS010000260.1#0	HAPLOTYPE	HG01978	1	JAGYVS010000260.1	0	NO_SUBRANGE
NA20129#1#JAHEPE010000111.1#0	HAPLOTYPE	NA20129	1	JAHEPE010000111.1	0	NO_SUBRANGE
HG02572#1#JAHAOW010000133.1#0	HAPLOTYPE	HG02572	1	JAHAOW010000133.1	0	NO_SUBRANGE
HG00735#2#JAHBCG010000111.1#0[152686-646645]	HAPLOTYPE	HG00735	2	JAHBCG010000111.1	0	152686-646645
NA21309#1#JAHEPC010000318.1#0	HAPLOTYPE	NA21309	1	JAHEPC010000318.1	0	NO_SUBRANGE
HG01109#1#JAHEPA010000019.1#0[1898966-6598374]	HAPLOTYPE	HG01109	1	JAHEPA010000019.1	0	1898966-6598374
HG02818#1#JAHEOS010000422.1#0	HAPLOTYPE	HG02818	1	JAHEOS010000422.1	0	NO_SUBRANGE
HG03516#1#JAGYYT010000015.1#0[2048681-31036173]	HAPLOTYPE	HG03516	1	JAGYYT010000015.1	0	2048681-31036173
HG03453#2#JAGYVV010000112.1#0[8598329-8966271]	HAPLOTYPE	HG03453	2	JAGYVV010000112.1	0	8598329-8966271
HG01952#1#JAHAME010000133.1#0[6455-2321246]	HAPLOTYPE	HG01952	1	JAHAME010000133.1	0	6455-2321246
HG01243#1#JAHEOY010000128.1#0[2-6834911]	HAPLOTYPE	HG01243	1	JAHEOY010000128.1	0	2-6834911
HG00735#2#JAHBCG010000038.1#0[79-29904934]	HAPLOTYPE	HG00735	2	JAHBCG010000038.1	0	79-29904934
HG03453#2#JAGYVV010000162.1#0	HAPLOTYPE	HG03453	2	JAGYVV010000162.1	0	NO_SUBRANGE
HG00673#2#JAHBBY010000073.1#0	HAPLOTYPE	HG00673	2	JAHBBY010000073.1	0	NO_SUBRANGE
HG01175#1#JAHAMA010000229.1#0	HAPLOTYPE	HG01175	1	JAHAMA010000229.1	0	NO_SUBRANGE
HG03453#2#JAGYVV010000277.1#0	HAPLOTYPE	HG03453	2	JAGYVV010000277.1	0	NO_SUBRANGE
HG02723#2#JAHEOT010000202.1#0[102-2325277]	HAPLOTYPE	HG02723	2	JAHEOT010000202.1	0	102-2325277
HG01258#2#JAGYYU010000018.1#0[1208-38814103]	HAPLOTYPE	HG01258	2	JAGYYU010000018.1	0	1208-38814103
HG01258#2#JAGYYU010000205.1#0	HAPLOTYPE	HG01258	2	JAGYYU010000205.1	0	NO_SUBRANGE
NA20129#1#JAHEPE010000337.1#0[6845-45926]	HAPLOTYPE	NA20129	1	JAHEPE010000337.1	0	6845-45926
HG02559#2#JAGYVJ010000127.1#0[10-446836]	HAPLOTYPE	HG02559	2	JAGYVJ010000127.1	0	10-446836
HG00735#2#JAHBCG010000011.1#0[80403392-80741025]	HAPLOTYPE	HG00735	2	JAHBCG010000011.1	0	80403392-80741025
HG02723#1#JAHEOU010000155.1#0	HAPLOTYPE	HG02723	1	JAHEOU010000155.1	0	NO_SUBRANGE
HG03492#1#JAHEPI010000051.1#0	HAPLOTYPE	HG03492	1	JAHEPI010000051.1	0	NO_SUBRANGE
HG01358#1#JAGYZB010000011.1#0[505793-97579371]	HAPLOTYPE	HG01358	1	JAGYZB010000011.1	0	505793-97579371
HG02109#2#JAHEPF010000195.1#0[10075641-11013104]	HAPLOTYPE	HG02109	2	JAHEPF010000195.1	0	10075641-11013104
HG00438#2#JAHBCA010000191.1#0	HAPLOTYPE	HG00438	2	JAHBCA010000191.1	0	NO_SUBRANGE
HG01258#1#JAGYYV010000300.1#0	HAPLOTYPE	HG01258	1	JAGYYV010000300.1	0	NO_SUBRANGE
NA20129#2#JAHEPD010000003.1#0[2965897-7957868]	HAPLOTYPE	NA20129	2	JAHEPD010000003.1	0	2965897-7957868
HG01123#2#JAGYYY010000133.1#0[5989-2853971]	HAPLOTYPE	HG01123	2	JAGYYY010000133.1	0	5989-2853971
HG02818#2#JAHEOR010000318.1#0	HAPLOTYPE	HG02818	2	JAHEOR010000318.1	0	NO_SUBRANGE
HG01928#1#JAGYVQ010000064.1#0[77864031-81017584]	HAPLOTYPE	HG01928	1	JAGYVQ010000064.1	0	77864031-81017584
HG02055#2#JAHEPJ010000152.1#0[268-2390184]	HAPLOTYPE	HG02055	2	JAHEPJ010000152.1	0	268-2390184
NA21309#1#JAHEPC010000065.1#0[10579666-11068779]	HAPLOTYPE	NA21309	1	JAHEPC010000065.1	0	10579666-11068779
HG02055#2#JAHEPJ010000194.1#0[733-2318173]	HAPLOTYPE	HG02055	2	JAHEPJ010000194.1	0	733-2318173
HG02717#2#JAHAOR010000062.1#0[25438573-35753028]	HAPLOTYPE	HG02717	2	JAHAOR010000062.1	0	25438573-35753028
HG02717#2#JAHAOR010000189.1#0[4791-305746]	HAPLOTYPE	HG02717	2	JAHAOR010000189.1	0	4791-305746
HG03486#2#JAHEOP010000086.1#0[33712332-59327303]	HAPLOTYPE	HG03486	2	JAHEOP010000086.1	0	33712332-59327303
HG01978#2#JAGYVR010000005.1#0[132675-26411016]	HAPLOTYPE	HG01978	2	JAGYVR010000005.1	0	132675-26411016
HG02055#1#JAHEPK010000181.1#0[295902-447724]	HAPLOTYPE	HG02055	1	JAHEPK010000181.1	0	295902-447724
HG03516#1#JAGYYT010000037.1#0[12454528-12669666]	HAPLOTYPE	HG03516	1	JAGYYT010000037.1	0	12454528-12669666
HG02145#1#JAHKSG010000665.1#0	HAPLOTYPE	HG02145	1	JAHKSG010000665.1	0	NO_SUBRANGE
HG01891#1#JAGYVO010000017.1#0	HAPLOTYPE	HG01891	1	JAGYVO010000017.1	0	NO_SUBRANGE
HG02055#2#JAHEPJ010000225.1#0[17554-874759]	HAPLOTYPE	HG02055	2	JAHEPJ010000225.1	0	17554-874759
HG01109#1#JAHEPA010000025.1#0[9966176-32935157]	HAPLOTYPE	HG01109	1	JAHEPA010000025.1	0	9966176-32935157
HG01109#2#JAHEOZ010000076.1#0[35431309-35864588]	HAPLOTYPE	HG01109	2	JAHEOZ010000076.1	0	35431309-35864588
HG01109#2#JAHEOZ010000190.1#0[652247-3881711]	HAPLOTYPE	HG01109	2	JAHEOZ010000190.1	0	652247-3881711
HG02148#1#JAHAMG010000140.1#0	HAPLOTYPE	HG02148	1	JAHAMG010000140.1	0	NO_SUBRANGE
HG00735#1#JAHBCH010000222.1#0	HAPLOTYPE	HG00735	1	JAHBCH010000222.1	0	NO_SUBRANGE
HG01175#2#JAHALZ010000275.1#0	HAPLOTYPE	HG01175	2	JAHALZ010000275.1	0	NO_SUBRANGE
HG01358#2#JAGYZA010000218.1#0	HAPLOTYPE	HG01358	2	JAGYZA010000218.1	0	NO_SUBRANGE
HG01361#1#JAGYYX010000002.1#0	HAPLOTYPE	HG01361	1	JAGYYX010000002.1	0	NO_SUBRANGE
HG02559#1#JAGYVK010000198.1#0	HAPLOTYPE	HG02559	1	JAGYVK010000198.1	0	NO_SUBRANGE
NA20129#2#JAHEPD010000246.1#0[2193-857350]	HAPLOTYPE	NA20129	2	JAHEPD010000246.1	0	2193-857350
HG01123#1#JAGYYZ010000150.1#0[2902-955012]	HAPLOTYPE	HG01123	1	JAGYYZ010000150.1	0	2902-955012
HG02818#2#JAHEOR010000473.1#0	HAPLOTYPE	HG02818	2	JAHEOR010000473.1	0	NO_SUBRANGE
HG03516#2#JAGYYS010000201.1#0	HAPLOTYPE	HG03516	2	JAGYYS010000201.1	0	NO_SUBRANGE
HG00735#1#JAHBCH010000255.1#0	HAPLOTYPE	HG00735	1	JAHBCH010000255.1	0	NO_SUBRANGE
HG01175#1#JAHAMA010000226.1#0	HAPLOTYPE	HG01175	1	JAHAMA010000226.1	0	NO_SUBRANGE
HG01109#1#JAHEPA010000001.1#0	HAPLOTYPE	HG01109	1	JAHEPA010000001.1	0	NO_SUBRANGE
HG02572#2#JAHAOV010000054.1#0[16-15258702]	HAPLOTYPE	HG02572	2	JAHAOV010000054.1	0	16-15258702
HG02145#1#JAHKSG010000509.1#0[515-24658]	HAPLOTYPE	HG02145	1	JAHKSG010000509.1	0	515-24658
HG02818#2#JAHEOR010000371.1#0	HAPLOTYPE	HG02818	2	JAHEOR010000371.1	0	NO_SUBRANGE
HG01243#1#JAHEOY010000202.1#0[156609-1053427]	HAPLOTYPE	HG01243	1	JAHEOY010000202.1	0	156609-1053427
HG02717#2#JAHAOR010000153.1#0[3107-652875]	HAPLOTYPE	HG02717	2	JAHAOR010000153.1	0	3107-652875
HG02080#1#JAHEOW010000082.1#0	HAPLOTYPE	HG02080	1	JAHEOW010000082.1	0	NO_SUBRANGE
HG03540#2#JAGYVX010000221.1#0	HAPLOTYPE	HG03540	2	JAGYVX010000221.1	0	NO_SUBRANGE
HG02145#2#JAHKSF010000102.1#0	HAPLOTYPE	HG02145	2	JAHKSF010000102.1	0	NO_SUBRANGE
NA20129#1#JAHEPE010000037.1#0	HAPLOTYPE	NA20129	1	JAHEPE010000037.1	0	NO_SUBRANGE
HG01361#2#JAGYYW010000004.1#0[40039603-41028363]	HAPLOTYPE	HG01361	2	JAGYYW010000004.1	0	40039603-41028363
HG00733#2#JAHEPP010000249.1#0[16133-729679]	HAPLOTYPE	HG00733	2	JAHEPP010000249.1	0	16133-729679
HG01978#1#JAGYVS010000017.1#0[2301-40920776]	HAPLOTYPE	HG01978	1	JAGYVS010000017.1	0	2301-40920776
HG02080#2#JAHEOV010000111.1#0	HAPLOTYPE	HG02080	2	JAHEOV010000111.1	0	NO_SUBRANGE
HG02717#2#JAHAOR010000086.1#0[866326-2787808]	HAPLOTYPE	HG02717	2	JAHAOR010000086.1	0	866326-2787808
HG01361#2#JAGYYW010000095.1#0[502-1648415]	HAPLOTYPE	HG01361	2	JAGYYW010000095.1	0	502-1648415
HG02257#1#JAGYVI010000055.1#0[2749-8602969]	HAPLOTYPE	HG02257	1	JAGYVI010000055.1	0	2749-8602969
HG00735#2#JAHBCG010000048.1#0[32477677-32752671]	HAPLOTYPE	HG00735	2	JAHBCG010000048.1	0	32477677-32752671
GRCh38#chr1_KI270707v1_random	REFERENCE	GRCh38	NO_HAPLOTYPE	chr1_KI270707v1_random	NO_PHASE_BLOCK	NO_SUBRANGE
HG02055#2#JAHEPJ010000011.1#0[1056600-12599463]	HAPLOTYPE	HG02055	2	JAHEPJ010000011.1	0	1056600-12599463
HG02818#2#JAHEOR010000237.1#0[3089854-4204402]	HAPLOTYPE	HG02818	2	JAHEOR010000237.1	0	3089854-4204402
HG01243#2#JAHEOX010000289.1#0	HAPLOTYPE	HG01243	2	JAHEOX010000289.1	0	NO_SUBRANGE
NA20129#2#JAHEPD010000129.1#0	HAPLOTYPE	NA20129	2	JAHEPD010000129.1	0	NO_SUBRANGE
HG01243#1#JAHEOY010000339.1#0	HAPLOTYPE	HG01243	1	JAHEOY010000339.1	0	NO_SUBRANGE
HG01358#1#JAGYZB010000028.1#0[1-1763997]	HAPLOTYPE	HG01358	1	JAGYZB010000028.1	0	1-1763997
HG03486#2#JAHEOP010000179.1#0[476-822748]	HAPLOTYPE	HG03486	2	JAHEOP010000179.1	0	476-822748
HG03492#1#JAHEPI010000261.1#0	HAPLOTYPE	HG03492	1	JAHEPI010000261.1	0	NO_SUBRANGE
HG02818#1#JAHEOS010000561.1#0	HAPLOTYPE	HG02818	1	JAHEOS010000561.1	0	NO_SUBRANGE
HG02723#2#MT#0	HAPLOTYPE	HG02723	2	MT	0	NO_SUBRANGE
HG03098#1#JAHEPM010000190.1#0	HAPLOTYPE	HG03098	1	JAHEPM010000190.1	0	NO_SUBRANGE
HG02572#1#JAHAOW010000084.1#0[11-18475943]	HAPLOTYPE	HG02572	1	JAHAOW010000084.1	0	11-18475943
HG02818#1#JAHEOS010000162.1#0	HAPLOTYPE	HG02818	1	JAHEOS010000162.1	0	NO_SUBRANGE
HG02148#1#JAHAMG010000121.1#0[396-11197464]	HAPLOTYPE	HG02148	1	JAHAMG010000121.1	0	396-11197464
HG01109#1#JAHEPA010000093.1#0	HAPLOTYPE	HG01109	1	JAHEPA010000093.1	0	NO_SUBRANGE
HG01071#2#JAHBCE010000079.1#0[12661793-12788714]	HAPLOTYPE	HG01071	2	JAHBCE010000079.1	0	12661793-12788714
HG02080#2#JAHEOV010000034.1#0	HAPLOTYPE	HG02080	2	JAHEOV010000034.1	0	NO_SUBRANGE
HG00733#1#JAHEPQ010000394.1#0[587-46244]	HAPLOTYPE	HG00733	1	JAHEPQ010000394.1	0	587-46244
HG01175#2#JAHALZ010000248.1#0	HAPLOTYPE	HG01175	2	JAHALZ010000248.1	0	NO_SUBRANGE
HG02572#2#JAHAOV010000237.1#0	HAPLOTYPE	HG02572	2	JAHAOV010000237.1	0	NO_SUBRANGE
HG00438#2#JAHBCA010000045.1#0[932867-29542437]	HAPLOTYPE	HG00438	2	JAHBCA010000045.1	0	932867-29542437
HG02109#2#JAHEPF010000213.1#0[2973283-5406543]	HAPLOTYPE	HG02109	2	JAHEPF010000213.1	0	2973283-5406543
HG02080#2#JAHEOV010000103.1#0[18-26400532]	HAPLOTYPE	HG02080	2	JAHEOV010000103.1	0	18-26400532
HG01175#1#JAHAMA010000174.1#0	HAPLOTYPE	HG01175	1	JAHAMA010000174.1	0	NO_SUBRANGE
HG02080#2#JAHEOV010000251.1#0[294-903018]	HAPLOTYPE	HG02080	2	JAHEOV010000251.1	0	294-903018
NA20129#1#JAHEPE010000196.1#0	HAPLOTYPE	NA20129	1	JAHEPE010000196.1	0	NO_SUBRANGE
HG01243#1#JAHEOY010000208.1#0	HAPLOTYPE	HG01243	1	JAHEOY010000208.1	0	NO_SUBRANGE
HG02109#1#JAHEPG010000122.1#0[504237-534735]	HAPLOTYPE	HG02109	1	JAHEPG010000122.1	0	504237-534735
HG02486#2#JAGYVL010000020.1#0[105112-26370565]	HAPLOTYPE	HG02486	2	JAGYVL010000020.1	0	105112-26370565
HG02109#2#JAHEPF010000157.1#0	HAPLOTYPE	HG02109	2	JAHEPF010000157.1	0	NO_SUBRANGE
CHM13#0#chr10[134703131-134755333]	REFERENCE	CHM13	0	chr10	NO_PHASE_BLOCK	134703131-134755333
HG01175#2#JAHALZ010000311.1#0	HAPLOTYPE	HG01175	2	JAHALZ010000311.1	0	NO_SUBRANGE
HG02717#2#JAHAOR010000049.1#0[10632936-29376997]	HAPLOTYPE	HG02717	2	JAHAOR010000049.1	0	10632936-29376997
NA21309#1#JAHEPC010000168.1#0	HAPLOTYPE	NA21309	1	JAHEPC010000168.1	0	NO_SUBRANGE
HG01106#1#JAHAMC010000022.1#0[772372-1239939]	HAPLOTYPE	HG01106	1	JAHAMC010000022.1	0	772372-1239939
HG01175#1#JAHAMA010000127.1#0	HAPLOTYPE	HG01175	1	JAHAMA010000127.1	0	NO_SUBRANGE
HG01243#2#JAHEOX010000028.1#0[4250198-15040897]	HAPLOTYPE	HG01243	2	JAHEOX010000028.1	0	4250198-15040897
HG01175#2#JAHALZ010000083.1#0	HAPLOTYPE	HG01175	2	JAHALZ010000083.1	0	NO_SUBRANGE
HG00735#2#JAHBCG010000049.1#0[7488970-11814886]	HAPLOTYPE	HG00735	2	JAHBCG010000049.1	0	7488970-11814886
HG01243#2#JAHEOX010000226.1#0[220-3269589]	HAPLOTYPE	HG01243	2	JAHEOX010000226.1	0	220-3269589
CHM13#0#chr21[10311248-10803220]	REFERENCE	CHM13	0	chr21	NO_PHASE_BLOCK	10311248-10803220
NA21309#2#JAHEPB010000027.1#0[16547978-42642000]	HAPLOTYPE	NA21309	2	JAHEPB010000027.1	0	16547978-42642000
HG02622#2#JAHAON010000038.1#0[1711579-67653691]	HAPLOTYPE	HG02622	2	JAHAON010000038.1	0	1711579-67653691
HG02486#2#JAGYVL010000067.1#0	HAPLOTYPE	HG02486	2	JAGYVL010000067.1	0	NO_SUBRANGE
HG02145#2#JAHKSF010000040.1#0[18-17799091]	HAPLOTYPE	HG02145	2	JAHKSF010000040.1	0	18-17799091
HG01978#1#JAGYVS010000137.1#0[236663-1057908]	HAPLOTYPE	HG01978	1	JAGYVS010000137.1	0	236663-1057908
